brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,rating,Number of Ratings,Number of Reviews,Price
Apple,Intel,i5,11,16.0,DDR4,128.0,500.0,Linux,64,8,5,50,0,185533
Apple,Apple,Ryzen 5,11,4.0,DDR5,1024.0,500.0,Windows,32,8,3,5000,100,158897
MSI,AMD,Ryzen 7,13,32.0,DDR5,256.0,0.0,Windows,64,2,1,5000,0,187605
Dell,AMD,Ryzen 7,9,8.0,DDR3,256.0,1000.0,Windows,32,8,2,1000,0,156717
Acer,Apple,M1,11,32.0,DDR4,128.0,2000.0,Linux,32,2,5,500,100,193384
Asus,Intel,i3,12,16.0,DDR3,512.0,1000.0,Linux,32,4,1,500,50,160390
Apple,Apple,i7,13,8.0,DDR5,256.0,2000.0,Windows,32,6,3,500,10,159587
Lenovo,Apple,Ryzen 3,9,16.0,DDR4,0.0,2000.0,Linux,32,6,2,100,100,163492
Acer,Apple,M2,9,8.0,DDR4,1024.0,0.0,MacOS,32,4,5,500,500,131438
MSI,AMD,i3,11,16.0,DDR5,256.0,1000.0,Windows,64,8,3,5000,0,188731
Asus,Intel,i5,10,32.0,DDR5,128.0,0.0,Windows,32,0,5,5000,10,161035
Dell,Intel,Ryzen 5,8,32.0,DDR5,0.0,500.0,MacOS,64,8,2,1000,100,218168
Dell,Apple,i3,10,16.0,DDR5,128.0,1000.0,MacOS,64,2,2,0,50,131198
MSI,AMD,Ryzen 3,10,8.0,DDR4,256.0,500.0,Windows,64,0,3,50,100,91793
MSI,Apple,Ryzen 3,9,32.0,DDR3,0.0,1000.0,MacOS,64,4,5,500,100,195213
Lenovo,AMD,Ryzen 7,9,8.0,DDR4,1024.0,2000.0,Windows,32,6,4,500,20,155967
Apple,AMD,i5,13,8.0,DDR4,1024.0,500.0,Linux,64,6,1,500,500,161932
Dell,AMD,i3,13,32.0,DDR4,1024.0,1000.0,MacOS,32,8,2,50,10,252728
Asus,AMD,i7,9,4.0,DDR4,512.0,1000.0,Windows,32,6,5,1000,100,132049
Acer,Intel,i3,12,4.0,DDR5,128.0,500.0,Windows,64,8,3,500,0,149720
Asus,AMD,Ryzen 7,12,8.0,DDR3,256.0,0.0,Windows,32,2,3,0,0,113556
HP,AMD,M1,8,32.0,DDR4,0.0,1000.0,MacOS,64,2,2,100,20,170946
HP,Apple,Ryzen 3,9,4.0,DDR4,128.0,0.0,Linux,32,4,2,50,0,102890
MSI,Apple,i5,11,16.0,DDR3,256.0,0.0,Linux,32,2,4,1000,100,135215
Lenovo,Intel,i5,13,8.0,DDR5,512.0,0.0,MacOS,32,8,3,5000,10,168874
HP,Apple,i7,9,4.0,DDR4,256.0,0.0,Windows,64,6,5,0,20,124168
Dell,AMD,i5,12,32.0,DDR5,128.0,0.0,Windows,64,2,1,50,500,183217
Asus,Apple,,9,32.0,DDR4,256.0,,Windows,32,2,1,5000,20,181097
Asus,Intel,Ryzen 7,12,8.0,DDR4,0.0,0.0,MacOS,32,8,4,50,50,161037
MSI,Apple,Ryzen 7,9,32.0,DDR3,512.0,,MacOS,64,2,5,100,50,190659
Apple,Apple,i5,11,16.0,DDR3,0.0,1000.0,Windows,32,6,1,100,10,165473
Apple,Intel,i5,8,16.0,DDR5,512.0,2000.0,Windows,64,6,1,5000,10,166574
Acer,Intel,Ryzen 7,11,4.0,DDR4,512.0,2000.0,Windows,64,6,5,5000,20,146786
,AMD,i5,12,32.0,DDR5,256.0,0.0,MacOS,64,6,5,1000,100,222132
Acer,Apple,M2,13,16.0,DDR3,0.0,1000.0,MacOS,64,0,2,500,100,126595
Apple,AMD,i5,13,8.0,DDR3,512.0,1000.0,Linux,32,6,1,5000,50,157237
MSI,Apple,M2,10,32.0,DDR3,512.0,1000.0,Windows,64,0,1,100,10,169560
MSI,Apple,Ryzen 3,11,4.0,DDR3,256.0,500.0,Windows,64,6,4,1000,10,135773
MSI,AMD,i3,9,8.0,DDR3,128.0,2000.0,Linux,64,6,2,50,100,142909
Apple,Apple,Ryzen 5,8,8.0,DDR5,128.0,0.0,Windows,64,8,2,500,50,145044
Acer,Apple,M2,9,8.0,DDR5,1024.0,500.0,Linux,32,6,1,0,100,145646
Acer,Apple,M2,9,16.0,DDR3,1024.0,0.0,MacOS,64,2,3,50,100,138968
MSI,Intel,i5,11,8.0,DDR4,512.0,500.0,Linux,32,6,3,1000,20,150203
HP,AMD,Ryzen 5,8,16.0,DDR4,128.0,1000.0,Linux,64,4,5,0,10,142448
Lenovo,Intel,M1,10,8.0,DDR4,512.0,500.0,MacOS,64,8,2,50,20,158677
Apple,AMD,Ryzen 5,9,16.0,DDR4,0.0,1000.0,Windows,32,8,1,100,20,174686
Lenovo,AMD,Ryzen 3,8,32.0,DDR4,128.0,500.0,Linux,64,6,1,1000,100,202488
Lenovo,Apple,M2,10,16.0,DDR3,128.0,0.0,Linux,32,4,1,0,50,143122
Acer,AMD,i5,9,16.0,DDR5,128.0,0.0,Windows,64,6,4,5000,100,158970
Acer,Intel,Ryzen 7,8,32.0,DDR3,1024.0,500.0,Linux,32,2,3,100,500,184670
HP,Intel,Ryzen 5,11,8.0,DDR4,256.0,2000.0,MacOS,32,8,4,5000,50,171658
Lenovo,Intel,i5,13,32.0,DDR4,256.0,2000.0,Linux,32,8,1,5000,10,246353
Lenovo,AMD,i7,13,8.0,DDR5,1024.0,500.0,Windows,32,4,1,0,500,147705
MSI,Intel,M1,9,16.0,DDR3,1024.0,,Windows,32,0,2,500,500,131485
Acer,AMD,Ryzen 7,9,8.0,DDR5,1024.0,0.0,Linux,64,4,2,500,500,130605
Lenovo,Intel,i7,8,16.0,DDR4,256.0,2000.0,Windows,32,2,3,1000,0,134529
Asus,Intel,i7,13,8.0,DDR4,512.0,500.0,Windows,32,4,5,0,10,141499
HP,AMD,Ryzen 5,9,16.0,DDR5,1024.0,2000.0,Linux,64,0,1,500,100,131463
Asus,Intel,i7,10,16.0,DDR4,512.0,500.0,Linux,32,2,2,50,50,138170
Asus,Apple,Ryzen 3,9,4.0,DDR3,512.0,0.0,Windows,64,2,3,50,500,96043
Apple,AMD,Ryzen 3,13,8.0,DDR4,0.0,1000.0,Linux,64,0,4,500,0,105569
Apple,AMD,Ryzen 5,12,8.0,DDR4,256.0,0.0,MacOS,32,6,1,5000,500,146226
HP,AMD,i5,13,4.0,DDR3,512.0,0.0,Linux,32,4,5,5000,50,127293
Asus,Apple,i3,10,16.0,DDR4,256.0,500.0,Windows,32,2,3,500,50,131969
Lenovo,AMD,i5,8,16.0,DDR5,256.0,0.0,MacOS,32,4,5,1000,0,141556
Acer,Intel,i5,10,4.0,DDR5,0.0,0.0,Windows,32,0,1,5000,0,74338
HP,Intel,i5,12,4.0,DDR4,256.0,2000.0,Windows,32,8,3,1000,10,160285
MSI,Intel,i5,12,32.0,DDR3,512.0,500.0,MacOS,64,0,2,50,20,174424
Asus,AMD,Ryzen 7,9,16.0,DDR3,128.0,2000.0,Linux,64,4,5,100,500,153558
HP,Intel,i3,9,32.0,DDR5,512.0,500.0,Windows,64,2,4,0,0,182899
Dell,AMD,Ryzen 7,13,8.0,DDR4,512.0,2000.0,Linux,64,4,4,100,500,150842
Dell,Intel,i7,11,32.0,DDR3,256.0,2000.0,Linux,32,8,5,1000,20,241709
Apple,Apple,M1,10,4.0,DDR3,512.0,1000.0,MacOS,32,2,1,5000,20,101139
Acer,Apple,i5,13,4.0,DDR5,128.0,0.0,Windows,64,8,1,100,20,151608
Lenovo,Apple,M1,11,4.0,DDR5,256.0,2000.0,MacOS,32,6,1,1000,20,140400
Acer,Apple,Ryzen 3,13,4.0,DDR3,1024.0,1000.0,MacOS,32,0,4,100,0,106373
Acer,AMD,Ryzen 5,12,32.0,DDR5,512.0,2000.0,Windows,64,6,4,50,500,234626
Acer,Intel,Ryzen 5,9,32.0,DDR3,512.0,2000.0,Windows,64,4,2,1000,50,204013
Acer,Apple,Ryzen 7,9,32.0,DDR4,0.0,1000.0,MacOS,64,6,1,50,500,204670
MSI,AMD,Ryzen 7,13,4.0,DDR5,1024.0,1000.0,MacOS,64,0,4,100,500,107000
MSI,Apple,Ryzen 3,9,4.0,DDR5,1024.0,1000.0,MacOS,32,2,4,500,0,107045
Apple,Apple,i5,8,16.0,DDR4,128.0,0.0,Windows,64,8,1,500,0,168389
HP,AMD,M1,13,16.0,DDR3,1024.0,0.0,Windows,32,2,1,0,100,151291
Dell,AMD,M2,12,4.0,DDR3,0.0,2000.0,MacOS,64,6,4,500,100,141709
Acer,Intel,M1,13,16.0,DDR5,128.0,0.0,Windows,64,4,5,0,10,158894
Apple,Intel,i3,13,8.0,DDR3,1024.0,1000.0,Windows,64,6,4,100,20,167291
HP,Apple,i7,9,8.0,DDR3,128.0,500.0,Windows,32,0,2,0,20,87918
Dell,Apple,Ryzen 5,12,4.0,DDR4,1024.0,0.0,Linux,32,0,3,0,100,97371
Asus,Intel,i7,13,32.0,DDR4,1024.0,1000.0,Linux,32,4,1,0,50,220744
Lenovo,Intel,i3,9,8.0,DDR4,1024.0,1000.0,MacOS,32,2,2,50,10,116402
MSI,AMD,Ryzen 7,10,8.0,DDR5,512.0,1000.0,Linux,64,0,5,0,500,100590
Asus,Intel,M1,12,32.0,DDR4,1024.0,1000.0,MacOS,64,0,3,5000,50,186677
,Intel,Ryzen 5,11,16.0,DDR4,512.0,2000.0,MacOS,64,4,4,1000,100,165048
Asus,Apple,i7,8,32.0,DDR3,256.0,1000.0,Windows,64,2,1,100,500,174699
Lenovo,Intel,M2,11,16.0,DDR4,0.0,1000.0,MacOS,32,6,4,50,50,168019
Apple,Apple,Ryzen 7,12,16.0,DDR5,128.0,2000.0,MacOS,64,8,2,1000,20,194588
Dell,Intel,i3,13,32.0,DDR4,128.0,0.0,MacOS,64,4,1,100,100,204233
Asus,AMD,M2,9,16.0,DDR5,256.0,500.0,MacOS,64,2,4,50,500,131466
MSI,Intel,i7,12,8.0,DDR3,1024.0,2000.0,Windows,32,8,1,100,50,180926
MSI,Intel,M2,8,4.0,DDR3,0.0,2000.0,Windows,32,4,2,500,10,109917
HP,Intel,M1,12,16.0,DDR4,256.0,0.0,MacOS,32,6,4,100,10,173639
Asus,Apple,i5,9,8.0,DDR3,256.0,0.0,Linux,64,6,3,500,0,134305
Acer,AMD,M2,11,32.0,DDR4,128.0,1000.0,Linux,32,2,5,500,500,186026
Asus,Intel,Ryzen 7,10,16.0,DDR3,512.0,0.0,MacOS,32,2,4,5000,100,135016
Apple,Apple,i3,11,8.0,DDR5,512.0,500.0,Windows,64,6,1,100,100,146387
Dell,AMD,i7,9,16.0,DDR3,1024.0,2000.0,MacOS,32,6,4,500,500,182561
Dell,Apple,M1,9,32.0,DDR4,,500.0,MacOS,64,4,1,5000,100,204430
Apple,Apple,i5,8,4.0,DDR4,256.0,1000.0,Windows,64,2,2,50,20,91523
Asus,AMD,i5,12,16.0,DDR4,1024.0,500.0,Linux,32,8,5,500,20,203325
Apple,Intel,i3,12,4.0,DDR5,512.0,1000.0,MacOS,64,6,1,0,100,139728
Lenovo,Apple,Ryzen 3,11,16.0,DDR3,0.0,500.0,Windows,64,8,4,50,500,182867
Apple,Apple,M1,10,16.0,DDR4,128.0,2000.0,Windows,64,2,2,5000,50,136172
MSI,Intel,M1,10,32.0,DDR5,512.0,500.0,MacOS,64,2,3,50,20,187106
Apple,Intel,Ryzen 5,8,16.0,DDR5,1024.0,0.0,Windows,32,0,4,50,500,120823
Dell,AMD,i3,9,8.0,DDR5,128.0,500.0,MacOS,64,6,5,0,100,138560
MSI,AMD,i5,8,8.0,DDR3,128.0,2000.0,Linux,32,2,2,0,20,107433
,AMD,i5,12,4.0,DDR3,256.0,,MacOS,64,2,4,0,500,109364
HP,Intel,M2,13,4.0,DDR3,1024.0,500.0,Linux,64,6,1,0,0,151737
Acer,Apple,i3,13,8.0,DDR5,256.0,500.0,Windows,64,0,1,5000,10,102740
Dell,Apple,Ryzen 3,13,4.0,DDR3,128.0,0.0,MacOS,64,0,1,0,0,87531
MSI,AMD,Ryzen 5,9,4.0,DDR4,256.0,1000.0,Windows,64,0,4,5000,100,80408
HP,Intel,i7,8,8.0,DDR5,1024.0,1000.0,MacOS,64,0,5,5000,500,100915
Dell,Apple,i3,11,8.0,DDR3,512.0,1000.0,Windows,64,4,1,1000,10,132420
Lenovo,AMD,Ryzen 5,12,8.0,DDR5,0.0,2000.0,Linux,32,6,4,1000,50,154234
Apple,Apple,M1,13,32.0,DDR5,512.0,2000.0,MacOS,32,6,4,0,100,236379
Acer,Apple,Ryzen 5,10,32.0,DDR3,128.0,0.0,Windows,32,6,5,5000,50,209622
Dell,Intel,M2,8,8.0,DDR5,512.0,500.0,MacOS,64,0,2,50,50,88339
HP,Intel,Ryzen 7,12,16.0,DDR3,256.0,2000.0,MacOS,32,0,2,500,20,131047
Lenovo,Apple,i5,12,8.0,DDR3,1024.0,1000.0,Linux,64,2,4,500,20,130652
Asus,AMD,M2,10,32.0,DDR3,512.0,500.0,Windows,32,4,2,1000,10,199135
HP,Intel,i7,10,4.0,DDR5,512.0,500.0,MacOS,32,6,3,0,10,132053
Apple,Apple,i3,10,16.0,DDR5,1024.0,500.0,MacOS,64,4,5,100,500,163268
HP,Intel,M2,13,16.0,DDR3,256.0,0.0,MacOS,64,6,4,500,20,174341
Lenovo,Intel,i5,13,4.0,DDR5,0.0,2000.0,MacOS,64,0,2,5000,10,97031
HP,Intel,Ryzen 7,8,16.0,DDR3,512.0,2000.0,MacOS,64,0,2,5000,500,121058
Lenovo,Apple,M2,10,4.0,DDR4,128.0,500.0,Windows,64,6,5,500,0,129240
Dell,AMD,Ryzen 7,11,32.0,DDR5,256.0,0.0,MacOS,32,8,1,50,100,230650
Lenovo,AMD,M2,12,16.0,DDR5,256.0,0.0,MacOS,64,0,2,500,0,120488
Lenovo,AMD,i5,10,16.0,DDR4,512.0,2000.0,MacOS,64,2,5,1000,100,144765
Acer,Intel,Ryzen 3,12,4.0,DDR4,1024.0,2000.0,Windows,64,0,1,0,500,107387
Lenovo,Apple,Ryzen 5,9,4.0,DDR4,512.0,0.0,MacOS,32,2,4,0,20,93975
Lenovo,Intel,i3,9,32.0,DDR3,512.0,1000.0,MacOS,64,4,1,5000,0,199203
Asus,AMD,i3,10,4.0,DDR3,,0.0,Linux,32,0,2,500,50,90602
Dell,AMD,i3,12,4.0,DDR4,128.0,1000.0,Linux,32,0,4,100,0,90299
Apple,Apple,i5,9,32.0,DDR3,1024.0,2000.0,MacOS,32,4,4,1000,10,212843
Acer,Intel,M1,10,8.0,DDR5,512.0,0.0,MacOS,32,2,1,5000,0,106958
Asus,AMD,Ryzen 3,12,8.0,DDR4,0.0,0.0,Linux,64,8,4,500,20,161942
MSI,Apple,i7,10,4.0,DDR5,1024.0,0.0,Windows,64,2,1,1000,20,102611
Dell,Intel,Ryzen 7,13,32.0,DDR3,128.0,0.0,Windows,64,6,1,100,10,217951
Dell,Intel,i5,12,8.0,DDR4,1024.0,500.0,Linux,64,6,1,5000,100,157445
MSI,AMD,M1,9,32.0,DDR3,1024.0,500.0,MacOS,32,6,5,1000,10,222203
Apple,AMD,i7,10,4.0,DDR5,256.0,2000.0,Linux,32,4,2,5000,500,119014
Lenovo,Intel,Ryzen 7,9,4.0,DDR3,256.0,2000.0,Windows,64,2,4,1000,100,100444
Asus,Intel,Ryzen 7,10,32.0,DDR5,512.0,0.0,Linux,64,0,3,1000,20,167103
HP,AMD,Ryzen 3,8,16.0,DDR3,512.0,500.0,Windows,64,6,2,5000,20,161616
Acer,Intel,Ryzen 5,9,4.0,DDR5,1024.0,2000.0,MacOS,32,2,3,0,500,113015
HP,AMD,i3,9,4.0,DDR3,0.0,1000.0,MacOS,32,0,1,100,100,74487
MSI,Intel,M2,11,4.0,DDR4,512.0,500.0,MacOS,32,2,4,5000,0,106369
Dell,AMD,i7,13,4.0,DDR4,1024.0,500.0,Windows,64,4,2,0,0,134451
Apple,Apple,i5,9,32.0,DDR3,1024.0,500.0,Linux,32,6,3,50,10,222802
Dell,AMD,i7,12,32.0,DDR5,1024.0,0.0,MacOS,32,8,3,500,20,246135
Acer,AMD,Ryzen 5,10,32.0,DDR3,1024.0,1000.0,Windows,32,6,3,5000,0,229216
Dell,Apple,i3,8,32.0,DDR4,1024.0,0.0,MacOS,64,6,2,0,20,213427
Dell,Intel,i7,12,16.0,DDR5,256.0,2000.0,Linux,32,4,5,5000,10,168794
Acer,Apple,Ryzen 5,12,32.0,DDR3,128.0,1000.0,MacOS,64,0,1,5000,50,169931
Asus,AMD,i5,12,32.0,DDR3,128.0,0.0,Windows,64,6,4,5000,20,217912
Asus,Intel,Ryzen 3,12,4.0,DDR5,1024.0,500.0,Windows,64,0,3,1000,50,101543
Acer,Apple,M1,8,16.0,DDR3,512.0,1000.0,MacOS,32,0,2,50,20,112801
Apple,Intel,Ryzen 7,11,4.0,DDR4,0.0,500.0,MacOS,64,4,3,100,100,115411
MSI,Intel,i5,13,16.0,DDR4,1024.0,2000.0,Windows,32,6,2,100,500,193784
Dell,Apple,i3,9,8.0,DDR5,0.0,1000.0,MacOS,32,4,5,5000,50,122276
Apple,Intel,Ryzen 7,12,16.0,DDR3,256.0,2000.0,MacOS,64,4,3,0,100,165484
Dell,Apple,M1,9,16.0,DDR3,128.0,2000.0,MacOS,64,8,3,5000,500,184919
MSI,AMD,i5,9,4.0,DDR4,256.0,2000.0,Linux,64,4,4,1000,100,118820
Asus,Intel,M2,12,16.0,DDR5,512.0,1000.0,Linux,32,8,2,1000,10,193557
,AMD,i5,11,16.0,DDR5,512.0,2000.0,Linux,64,0,2,5000,10,130465
Lenovo,AMD,i5,9,4.0,DDR5,1024.0,0.0,MacOS,32,0,5,100,0,88436
Lenovo,Intel,M2,10,8.0,DDR4,512.0,0.0,Windows,64,2,3,1000,50,110862
Lenovo,Apple,i5,9,8.0,DDR4,512.0,2000.0,MacOS,32,2,4,500,0,117255
Asus,Intel,Ryzen 7,13,8.0,DDR5,256.0,500.0,MacOS,64,0,1,0,50,101440
Asus,AMD,i3,12,16.0,DDR5,0.0,2000.0,Linux,64,6,4,0,10,176375
MSI,AMD,M1,8,4.0,DDR3,128.0,2000.0,Windows,32,2,4,1000,10,94565
Dell,Apple,,9,8.0,DDR3,512.0,500.0,Linux,64,4,4,100,500,128167
MSI,Intel,i7,11,8.0,DDR5,512.0,1000.0,Windows,64,2,4,5000,500,122062
MSI,AMD,M2,10,8.0,DDR4,256.0,1000.0,MacOS,64,0,3,500,10,97351
Asus,AMD,Ryzen 3,10,8.0,DDR4,128.0,2000.0,MacOS,64,6,4,500,50,147784
Lenovo,AMD,M2,8,4.0,DDR3,256.0,0.0,MacOS,32,0,2,5000,10,70580
HP,Apple,M1,13,8.0,DDR5,0.0,0.0,Windows,32,6,2,500,0,147528
Dell,AMD,i7,8,16.0,DDR4,256.0,0.0,Linux,32,2,4,50,100,124087
Asus,AMD,i7,13,16.0,DDR4,128.0,2000.0,Linux,32,4,2,1000,500,164640
Lenovo,Intel,Ryzen 3,9,4.0,DDR4,128.0,0.0,Linux,32,4,3,500,50,104543
Apple,Intel,,12,32.0,DDR4,512.0,0.0,Windows,64,0,1,1000,100,172703
HP,AMD,Ryzen 7,11,8.0,DDR3,0.0,1000.0,Windows,32,6,4,100,0,146196
HP,AMD,i3,10,8.0,DDR4,1024.0,2000.0,MacOS,64,2,2,100,20,125830
Asus,Intel,Ryzen 3,8,16.0,DDR4,512.0,,Linux,32,6,2,5000,500,162632
Acer,Apple,i3,11,,DDR5,256.0,500.0,Windows,64,6,3,100,10,132385
,Apple,Ryzen 7,13,32.0,DDR5,256.0,1000.0,Linux,32,6,3,50,500,227937
,Apple,i7,12,16.0,DDR3,128.0,2000.0,Linux,64,2,1,100,500,146742
Asus,Apple,i3,10,32.0,DDR3,128.0,0.0,Windows,32,6,5,1000,500,209645
Asus,Apple,Ryzen 7,10,4.0,DDR3,128.0,2000.0,Windows,64,4,5,0,0,122786
Lenovo,Apple,Ryzen 7,13,4.0,DDR3,1024.0,1000.0,MacOS,64,0,5,0,20,110991
Apple,Apple,Ryzen 5,12,4.0,DDR4,1024.0,2000.0,MacOS,64,8,1,1000,50,170473
Acer,Apple,Ryzen 3,10,16.0,DDR5,512.0,2000.0,MacOS,64,6,4,0,0,177694
Dell,Intel,Ryzen 5,12,4.0,DDR4,1024.0,1000.0,Linux,64,4,5,500,50,139340
MSI,Apple,M2,10,16.0,DDR4,128.0,1000.0,Linux,32,4,5,0,100,153121
Apple,Apple,i7,9,16.0,DDR4,512.0,500.0,MacOS,64,0,2,50,100,116529
,Apple,Ryzen 3,13,8.0,DDR5,512.0,,Linux,64,0,2,100,50,109578
Lenovo,AMD,i7,12,16.0,DDR3,0.0,1000.0,Linux,64,8,4,0,100,187383
HP,Intel,Ryzen 5,11,16.0,DDR3,1024.0,2000.0,Linux,32,8,3,0,100,206210
HP,Intel,M1,9,8.0,DDR5,256.0,1000.0,Linux,64,8,1,5000,10,153614
Lenovo,Intel,Ryzen 7,11,32.0,DDR5,256.0,0.0,Windows,64,2,5,50,50,185425
Asus,Apple,i7,13,8.0,DDR3,0.0,500.0,Windows,32,2,1,5000,50,114202
HP,Apple,Ryzen 3,10,8.0,DDR4,128.0,0.0,MacOS,32,4,2,50,20,120016
Acer,AMD,M2,11,4.0,DDR3,0.0,2000.0,MacOS,64,0,1,0,500,85318
Dell,Intel,Ryzen 3,9,4.0,DDR5,128.0,0.0,Linux,64,6,2,500,10,117940
Apple,Apple,i7,12,8.0,DDR3,1024.0,1000.0,Linux,32,0,1,0,0,114864
Apple,Intel,Ryzen 3,8,4.0,DDR3,1024.0,1000.0,Windows,64,2,2,500,10,102998
Acer,AMD,M2,11,8.0,DDR3,512.0,1000.0,Linux,64,4,1,5000,0,132271
HP,AMD,Ryzen 7,8,4.0,DDR5,512.0,0.0,Linux,64,6,5,100,50,122688
Apple,AMD,M1,13,16.0,DDR5,512.0,0.0,MacOS,32,8,5,1000,10,196876
MSI,Intel,Ryzen 7,11,4.0,DDR3,512.0,0.0,Linux,64,8,4,100,20,151140
Dell,Apple,Ryzen 3,11,4.0,DDR3,256.0,1000.0,Windows,64,2,1,0,500,103795
Dell,Apple,M2,12,16.0,DDR4,512.0,1000.0,Linux,32,4,3,0,100,164226
Apple,AMD,M2,10,8.0,DDR4,512.0,1000.0,Linux,32,0,4,500,0,100591
Lenovo,Apple,i7,9,4.0,DDR3,512.0,0.0,Linux,32,2,1,50,100,93806
Apple,AMD,Ryzen 5,9,4.0,DDR5,128.0,0.0,Linux,64,0,3,5000,500,71216
Lenovo,Intel,Ryzen 3,9,16.0,DDR4,512.0,2000.0,Linux,64,6,5,5000,50,175245
,AMD,Ryzen 3,13,16.0,DDR3,0.0,500.0,Windows,32,0,5,5000,50,128316
MSI,Intel,Ryzen 3,10,16.0,DDR4,512.0,1000.0,MacOS,64,6,5,500,50,175614
Asus,AMD,Ryzen 3,8,32.0,DDR4,512.0,0.0,Linux,32,4,3,50,100,191431
Dell,Apple,i7,9,16.0,DDR4,256.0,500.0,MacOS,64,2,2,50,500,129288
Apple,Apple,Ryzen 5,8,8.0,DDR5,512.0,0.0,MacOS,64,0,1,50,50,83932
MSI,AMD,Ryzen 5,10,4.0,DDR3,128.0,0.0,Windows,64,4,4,50,50,109190
Lenovo,Apple,i3,13,4.0,DDR5,1024.0,1000.0,MacOS,64,4,4,0,100,141430
Lenovo,Apple,Ryzen 3,10,32.0,DDR5,512.0,500.0,Linux,64,0,5,1000,50,169461
Dell,Apple,Ryzen 3,12,4.0,DDR4,512.0,,Linux,64,8,2,5000,500,154496
Acer,Intel,i3,9,4.0,DDR3,512.0,500.0,Linux,32,8,1,1000,0,141436
Apple,Apple,Ryzen 5,13,,DDR4,256.0,500.0,Linux,64,6,1,100,10,150456
HP,Intel,M2,12,4.0,DDR5,,1000.0,Windows,32,4,4,100,0,136621
Lenovo,AMD,M2,9,8.0,DDR5,256.0,500.0,MacOS,64,2,4,100,50,106169
Asus,Apple,i5,10,32.0,DDR3,256.0,2000.0,Windows,32,2,4,500,500,188392
Asus,Apple,Ryzen 7,10,8.0,DDR5,256.0,2000.0,MacOS,32,4,1,100,500,132579
Lenovo,Apple,i5,11,16.0,DDR5,128.0,1000.0,Windows,64,8,4,5000,50,187100
Acer,AMD,Ryzen 5,11,16.0,DDR3,1024.0,1000.0,Windows,64,4,1,100,50,166324
Acer,Intel,M1,10,32.0,DDR4,128.0,2000.0,Windows,64,6,5,100,50,220440
MSI,Intel,Ryzen 3,10,4.0,DDR3,128.0,1000.0,Linux,32,4,2,0,100,114822
Asus,Apple,i5,8,8.0,DDR5,1024.0,500.0,Linux,64,0,4,100,500,97993
MSI,AMD,i7,8,16.0,DDR3,128.0,0.0,Windows,64,8,1,1000,10,168587
Asus,AMD,M2,12,8.0,DDR4,1024.0,1000.0,MacOS,64,0,5,0,100,118827
Apple,AMD,i7,11,16.0,DDR5,512.0,2000.0,MacOS,64,0,3,50,100,133629
Apple,AMD,i3,11,8.0,DDR4,256.0,0.0,Linux,32,4,5,500,500,130836
,AMD,Ryzen 5,10,4.0,DDR4,128.0,500.0,Windows,64,4,2,0,50,111344
Apple,Intel,Ryzen 5,10,32.0,DDR3,1024.0,0.0,Linux,32,2,5,0,0,193167
HP,Intel,i5,12,4.0,DDR4,0.0,2000.0,Linux,32,0,4,1000,500,94919
Apple,Intel,Ryzen 3,13,8.0,DDR3,128.0,0.0,Linux,64,4,4,5000,0,134924
Dell,Apple,Ryzen 5,13,16.0,DDR3,128.0,2000.0,Windows,64,2,3,5000,20,150490
Apple,AMD,i5,13,16.0,DDR4,1024.0,1000.0,Windows,32,0,1,100,500,141656
MSI,Apple,i5,11,32.0,DDR3,0.0,1000.0,Linux,64,2,5,50,10,185866
Lenovo,AMD,Ryzen 7,8,4.0,DDR3,0.0,2000.0,Windows,32,8,3,1000,500,140660
MSI,Intel,Ryzen 7,13,4.0,DDR4,512.0,1000.0,MacOS,32,6,4,1000,20,149291
Lenovo,Apple,Ryzen 5,9,4.0,DDR5,128.0,500.0,MacOS,64,0,1,0,100,73756
Acer,Intel,i5,12,16.0,DDR3,256.0,0.0,Linux,64,4,1,50,20,153296
MSI,AMD,i3,13,32.0,DDR3,128.0,2000.0,MacOS,64,8,2,1000,20,247773
Acer,AMD,i3,9,16.0,DDR4,256.0,2000.0,Linux,32,2,4,5000,500,138620
HP,AMD,Ryzen 7,13,4.0,DDR3,256.0,2000.0,Linux,32,6,1,500,20,145148
,Intel,Ryzen 5,8,8.0,DDR4,1024.0,500.0,Linux,64,0,2,500,10,93920
Dell,AMD,M2,8,16.0,DDR5,128.0,500.0,Windows,64,6,2,1000,500,155995
Apple,Intel,Ryzen 3,13,32.0,DDR5,1024.0,500.0,Windows,32,8,4,0,0,254688
MSI,Apple,M1,9,4.0,DDR4,512.0,2000.0,Windows,32,6,1,500,0,135254
Acer,AMD,M2,12,8.0,DDR5,256.0,500.0,Windows,64,0,1,0,20,100722
Lenovo,AMD,i3,9,16.0,DDR4,0.0,1000.0,Linux,32,8,5,100,500,179764
HP,AMD,i3,12,8.0,DDR3,256.0,0.0,Windows,64,2,1,100,10,113087
Apple,Apple,M2,13,8.0,DDR5,512.0,1000.0,MacOS,32,0,2,0,0,111542
HP,AMD,Ryzen 7,12,32.0,DDR3,256.0,1000.0,MacOS,64,6,3,1000,50,225264
Lenovo,Intel,Ryzen 7,10,16.0,DDR3,1024.0,500.0,Windows,64,0,4,100,500,128958
Apple,Intel,Ryzen 5,11,32.0,DDR4,128.0,2000.0,MacOS,32,8,3,5000,500,238903
